fucI	fucR	fucP	fucK	fucO	fucU	fucA	crp	hofM	glpE	hofC	sohB	hofN	yhfA	ilvN	dksA	speC	hofP	azuC	trxA	hofO	ompA	glgC	glpG	mpl	ivbL	sfsA	yeiA	ppdD	ubiG	spf	hofB	glgS	ilvB	glgP	cpdB	agp	cyaA	cstA	cyaR	ykgR	glgA	xseA	yeiT	grpE	ychH	gntP	uxuR	uidB	uxuA	uidA	uxuB	exuR	uxaB	exuT	uxaA	uxaC	uidC	uidR	uhpT	uhpA	lsrF	lsrR	lsrK	lsrB	lsrG	lsrD	lsrA	tam	lsrC	murP	malM	malT	malK	lamB	malG	malS	malE	malF	dgsA	ynfK	ptsH	crr	ptsI	manX	manZ	manY	fruR	nagC	nagD	pgk	gapA	fbaA	epd	nagB	nagE	chbB	chbR	chbC	chbA	chbG	chbF	nanM	nanC	nagA	acnB	acnA	mtlD	mtlR	mtlA	galP	ptsG	aceK	aceB	iclR	aceA	nanR	nanA	nanE	nanT	nanK	yhcH	fimB	cysG	nirC	nirB	nirD	glmU	fruB	pck	fruA	ppsA	pfkA	eno	glmS	fruK	glk	malZ	yahA	pykF	galS	mglB	galR	mglC	mglA	galM	galE	galK	hupB	galT	hupA	pgm	seqA	tyrP	mtr	prpD	prpR	prpC	prpB	prpE	tnaC	rhaB	rhaS	rhaA	rhaD	rhaR	rhaT	entE	araA	agaV	ascF	ascG	ascB	htpG	gntT	icd	aldB	entA	putP	gntX	dsdX	dadA	aroA	ugpC	melB	melR	melA	putA	mhpC	kbaZ	agaR	agaC	agaS	agaD	kbaY	agaI	agaB	glpF	cirA	ugpQ
0.6072696	0.6662617	0.6031570	0.8148631	0.5567287	0.5618586	0.6161791	0.6819779	0.5693205	0.8188240	0.4069165	0.0659265	0.6582662	0.0524782	0.7060269	0.6316232	0.1249293	0.5959856	0.2921036	0.1117427	0.4487253	0.6202217	0.6602814	0.5288562	0.5634373	0.5942901	0.4484552	0.6148307	0.7845123	0.4026559	0.0739358	0.6979919	0.6120915	0.5686685	0.4596763	0.6238587	0.6630898	0.1552369	0.6307238	0.6026214	0.8475028	0.7860672	0.1251511	0.7808446	0.7098802	0.4600431	0.6557448	0.2980972	0.0109439	0.3914559	0.5928833	0.0346816	0.7437649	0.0881725	0.5435469	0.5061973	0.5195602	0.7010583	0.6637813	0.5890290	0.6481545	0.5763670	0.6658658	0.5578151	0.5229694	0.2290003	0.2506987	0.3293345	0.4401936	0.5781959	0.7240501	0.4750502	0.4258778	0.6011735	0.6587430	0.8744035	0.6898981	0.6427456	0.6201296	0.6990770	0.0052312	0.1954630	0.5350397	0.0531130	0.0588209	0.4454177	0.0631032	0.5576658	0.4365456	0.0638377	0.4030543	0.3350016	0.4978068	0.7224931	0.1552866	0.6189222	0.2345968	0.5480876	0.2845298	0.2649258	0.6239332	0.0099628	0.4079872	0.3376783	0.6528512	0.7273802	0.6605253	0.4026827	0.5648189	0.1776937	0.1271715	0.2181899	0.5037869	0.1379755	0.6852839	0.7016781	0.6252558	0.4512273	0.3539882	0.0005180	0.3360853	0.6025912	0.3512729	0.0480885	0.0531882	0.0703617	0.0570449	0.5130738	0.1273973	0.5119821	0.0852240	0.3580392	0.0060128	0.2807989	0.0151349	0.1843208	0.1224425	0.1297459	0.1910495	0.0798540	0.6346428	0.3901432	0.0403969	0.7379736	0.5769955	0.0033143	0.3373455	0.0044789	0.7517761	0.3637521	0.5753979	0.0104825	0.0922258	0.0170483	0.4048024	0.8286107	0.5836360	0.6205124	0.5337123	0.6486474	0.5513634	0.6575045	0.6418756	0.7099254	0.5616107	0.6967976	0.8014990	0.6617576	0.6217363	0.4129280	0.3738901	0.6966196	0.4953104	0.2323289	0.6442587	0.7071891	0.6434391	0.5747188	0.2586771	0.4563739	0.5977428	0.4253248	0.1887031	0.5484311	0.4419029	0.4844156	0.6391260	0.5524434	0.6316116	0.3186411	0.5491316	0.1494644	0.2994993	0.0945923	0.2199728	0.0020385	0.0893755	0.5219662	0.4028258	0.6730676
0.6430095	0.6581525	0.6232828	0.7007875	0.2428950	0.3634206	0.5575197	0.3725382	0.6698175	0.5272871	0.4359371	0.0970123	0.6066825	0.0279735	0.6796872	0.5325425	0.2956854	0.7273830	0.4827685	0.1579553	0.3201860	0.7528636	0.6502355	0.1135908	0.3188571	0.2700408	0.3425271	0.5963611	0.5201283	0.3108997	0.1851655	0.5911162	0.4184198	0.2076066	0.4026044	0.0920351	0.4268255	0.4897285	0.7741301	0.6597680	0.7437834	0.3389737	0.3604624	0.6643253	0.3198823	0.2710898	0.4057009	0.1497297	0.0358571	0.3629086	0.5587739	0.0353987	0.6604751	0.0438858	0.6430290	0.1915293	0.3024209	0.6484673	0.5980248	0.1557012	0.5435548	0.5746458	0.6635512	0.6989305	0.1973507	0.4725036	0.1635301	0.3551028	0.1400703	0.3892790	0.7197965	0.5694767	0.3318840	0.6327527	0.7189290	0.7905075	0.6783637	0.6131911	0.7195393	0.5299854	0.2035577	0.2284104	0.1568395	0.1064263	0.1343793	0.0387540	0.0176620	0.7981741	0.3252392	0.0513967	0.2893779	0.2409824	0.3518817	0.6752200	0.1403313	0.3886637	0.0062816	0.4963021	0.4308566	0.5737463	0.4507817	0.0628107	0.4669949	0.3910271	0.7232527	0.5368575	0.6500718	0.3307586	0.2689526	0.0456932	0.3596991	0.1415763	0.3556033	0.2373525	0.6940044	0.7123966	0.6756048	0.3084239	0.2942074	0.1019539	0.2054523	0.1505190	0.4567941	0.0964927	0.0342398	0.1471615	0.1822662	0.3870012	0.0547878	0.5003972	0.0808039	0.6839562	0.0120262	0.1482594	0.0009571	0.1410282	0.0604141	0.1492560	0.2131849	0.1073400	0.2621712	0.3116739	0.1479637	0.5589173	0.4056851	0.1009775	0.3757071	0.1504037	0.5867231	0.1304272	0.2744444	0.0109182	0.0940039	0.0089519	0.6261427	0.7570879	0.4051632	0.4829768	0.4279128	0.3801866	0.2822407	0.5475950	0.5569529	0.6587838	0.6498532	0.4877078	0.6310615	0.6020055	0.3971582	0.1929894	0.2480100	0.7834600	0.4172734	0.0979836	0.3192829	0.6783828	0.4531724	0.8042020	0.4658276	0.1360459	0.3310658	0.2301926	0.4107245	0.4475574	0.4158237	0.5326546	0.7408959	0.7250139	0.6302185	0.3977403	0.6069840	0.1916605	0.3229386	0.2470098	0.4087854	0.0069700	0.0267413	0.2430146	0.2420357	0.4173192
0.6606081	0.6846284	0.5868224	0.5518728	0.4124427	0.5031761	0.6262429	0.7486724	0.6244042	0.6296447	0.5368815	0.0434341	0.7159564	0.0292709	0.6640669	0.6137689	0.0749833	0.7279391	0.3529263	0.1422879	0.5445490	0.6849729	0.7541773	0.4367704	0.5542812	0.5646504	0.4189603	0.8385652	0.6394675	0.6177832	0.0684410	0.5605103	0.6128644	0.4707013	0.4464166	0.5721695	0.5585722	0.3297841	0.7812499	0.6302066	0.6868660	0.5225104	0.1592010	0.7129396	0.6032710	0.4174748	0.5203661	0.1676058	0.2764563	0.4354951	0.5669665	0.3178967	0.5342841	0.1585086	0.4432891	0.4558432	0.4990885	0.6824885	0.7665460	0.4384093	0.4538231	0.6349763	0.6103850	0.6340031	0.3776660	0.2433930	0.2615301	0.3853390	0.0350128	0.7411039	0.6311108	0.3583624	0.4731451	0.6862158	0.6081614	0.6378547	0.5478156	0.5216799	0.6804067	0.6016406	0.1042046	0.6498464	0.4506906	0.1873055	0.0269815	0.0716271	0.0059421	0.7769928	0.4171770	0.0644714	0.7075605	0.4052096	0.2149676	0.3704533	0.3920974	0.6124742	0.0299084	0.6519801	0.4994637	0.1395350	0.6514218	0.1450966	0.5144335	0.1450784	0.7220434	0.4320370	0.6394795	0.3027521	0.3883586	0.0143592	0.0965230	0.1889771	0.6587645	0.1613063	0.6585760	0.7932634	0.8765502	0.3060587	0.2604261	0.0001449	0.5221280	0.1924027	0.3031762	0.0650411	0.0664213	0.0524098	0.0274204	0.5064509	0.0906248	0.5463129	0.0988922	0.4193022	0.0561001	0.1233816	0.0001579	0.0049524	0.0632256	0.4385069	0.3412417	0.0979413	0.6847887	0.5226299	0.0694073	0.6411198	0.5729253	0.0090270	0.2388243	0.0487510	0.6930198	0.2161844	0.6335374	0.0055266	0.1476683	0.0323596	0.3752352	0.7088852	0.5432726	0.5042610	0.4625080	0.4652878	0.5376759	0.5753826	0.5409999	0.5328498	0.6514283	0.6468208	0.6650257	0.6786217	0.6150225	0.4286744	0.3571875	0.7883583	0.4687647	0.1944685	0.3645201	0.6640082	0.6795102	0.6393637	0.2834943	0.4494301	0.4090147	0.4357127	0.1865355	0.5440862	0.6704685	0.4935663	0.7811831	0.8189456	0.4806353	0.4220841	0.6341109	0.2066603	0.3521039	0.1376032	0.2416799	0.0396743	0.1437762	0.5753207	0.3477831	0.6464016
0.6662707	0.7482344	0.5481044	0.6866005	0.3748607	0.4997177	0.5925825	0.7758046	0.7076231	0.6932050	0.6624536	0.0212413	0.7315736	0.0581829	0.7039266	0.5767761	0.1672417	0.7214033	0.3361336	0.1755854	0.4824879	0.6560369	0.6174687	0.4769166	0.4622799	0.5482282	0.4665242	0.7528290	0.6949124	0.5385006	0.0775107	0.7887501	0.6167121	0.6486315	0.4977438	0.5792329	0.6753011	0.4045172	0.7688542	0.6344455	0.5838144	0.7331915	0.2064200	0.7182401	0.6998724	0.4451423	0.4497973	0.3341299	0.3283104	0.2597437	0.6138684	0.2240006	0.5410853	0.1897646	0.5925058	0.5910658	0.4638641	0.5971554	0.6265025	0.3655217	0.4012265	0.7538147	0.7692696	0.7338734	0.1532984	0.4531758	0.0923904	0.2468094	0.3271605	0.6322479	0.5381931	0.5674407	0.4981129	0.6925924	0.6433176	0.7207408	0.5500943	0.6031042	0.7428732	0.5734566	0.0358763	0.3608043	0.4205139	0.0180709	0.1007874	0.0337075	0.0077787	0.7138769	0.4388289	0.0135970	0.2639498	0.3952853	0.4904147	0.6259763	0.3166031	0.5847958	0.0077764	0.4977367	0.3221089	0.2805457	0.7637124	0.3546003	0.2393239	0.6009509	0.4612140	0.3679288	0.6860232	0.4204231	0.4601898	0.1683374	0.0181885	0.3567135	0.5044547	0.2181352	0.6073844	0.5244632	0.6667538	0.1409286	0.3674285	0.0010215	0.4079271	0.0591516	0.3013372	0.1172224	0.0586486	0.0516942	0.0988326	0.5680483	0.0702287	0.4958673	0.0374447	0.4093109	0.0152266	0.1035365	0.0000063	0.0001930	0.0745485	0.3504026	0.3852318	0.0452301	0.4347905	0.6426737	0.0987835	0.3884146	0.5957263	0.0134830	0.2871115	0.0004540	0.7066094	0.1946375	0.6103528	0.0066194	0.1069772	0.0094662	0.4486586	0.7780097	0.5586407	0.6318911	0.5870842	0.5045542	0.5733376	0.6340862	0.7740322	0.5635462	0.5888898	0.6668654	0.6830901	0.5637523	0.7706663	0.1385254	0.1227095	0.5445107	0.4505482	0.5182655	0.2890821	0.6806907	0.7352875	0.6506776	0.5346161	0.4525003	0.5827036	0.6383332	0.1920309	0.6713436	0.6639898	0.6379517	0.6867083	0.3600286	0.6402328	0.3044509	0.6767596	0.0801703	0.2555805	0.2801859	0.3895944	0.0077889	0.1023314	0.5343713	0.3801530	0.5314067
0.7317630	0.7319075	0.5384571	0.6591702	0.2906889	0.7244846	0.5622467	0.6667209	0.6533245	0.5389944	0.4034795	0.0091757	0.7078246	0.0309675	0.6900334	0.6211835	0.1068436	0.6134022	0.2562791	0.0872961	0.4839471	0.8020583	0.5343509	0.4155411	0.5943929	0.6749975	0.4098727	0.7270703	0.6705620	0.4655732	0.0443688	0.6784045	0.6447458	0.4311704	0.5618217	0.5648972	0.5887369	0.2526598	0.6732113	0.5404256	0.5881337	0.6005480	0.2195202	0.5452854	0.6379327	0.3842673	0.5439433	0.5415026	0.2340571	0.3223049	0.6032553	0.3418466	0.4343907	0.3921300	0.6421638	0.2951985	0.4367738	0.5371721	0.7926049	0.3818070	0.6695342	0.6317174	0.5959005	0.6496479	0.6560247	0.5312454	0.1735970	0.4325264	0.5472977	0.5955405	0.6499486	0.2972694	0.1172473	0.7457289	0.6177174	0.6558971	0.5091743	0.6853292	0.6716548	0.5601523	0.1757262	0.2111041	0.3303883	0.0335153	0.0425901	0.2228258	0.0113964	0.7941582	0.3704137	0.0026561	0.3813513	0.3065677	0.4493826	0.6967655	0.0534961	0.4650231	0.0503956	0.6276465	0.3146210	0.1972047	0.5603852	0.2573530	0.5459427	0.5632070	0.4829624	0.6932876	0.7082357	0.4191595	0.6005378	0.0113960	0.3230517	0.3518419	0.6316760	0.1711018	0.6505439	0.6799189	0.4826771	0.5348897	0.5517165	0.1157681	0.6923593	0.3742814	0.3456813	0.0503483	0.0188994	0.0342824	0.0407486	0.4076941	0.0953924	0.3816080	0.0677453	0.4423668	0.1240316	0.1454046	0.0004081	0.0623512	0.0539030	0.0071373	0.3044639	0.1272801	0.5605307	0.2125179	0.0692439	0.7628997	0.5976552	0.0587265	0.1674359	0.1248634	0.6697901	0.3613429	0.4984889	0.0314672	0.1718926	0.0002935	0.4878724	0.5983041	0.4969185	0.6135246	0.5021331	0.4673844	0.7485403	0.7710347	0.5641236	0.5809030	0.5798975	0.5697949	0.6281355	0.5962753	0.6846703	0.1659664	0.5362850	0.7146971	0.3974394	0.3114888	0.4157701	0.6975918	0.6926076	0.6501416	0.2293714	0.3793107	0.5339816	0.4689062	0.1944355	0.5387295	0.6394776	0.5184689	0.7889956	0.6393342	0.5468982	0.3843109	0.5592339	0.2843115	0.2297693	0.2815773	0.3394702	0.0080015	0.1479700	0.4632008	0.3993790	0.5895677
0.6431869	0.6827456	0.6230630	0.5724456	0.2864798	0.4686775	0.5998052	0.5905412	0.6677962	0.6099772	0.4497564	0.0498881	0.6114789	0.0307982	0.8192514	0.7555607	0.0719054	0.7923241	0.2168512	0.1350949	0.6092462	0.6658807	0.6467375	0.5938170	0.5326691	0.6132915	0.5260335	0.6718424	0.6948668	0.4898759	0.0790011	0.6775489	0.7688218	0.5782585	0.5161380	0.5245109	0.6788369	0.2098136	0.7385847	0.6377862	0.6588965	0.7093662	0.1854793	0.6527124	0.6803649	0.3873585	0.6886002	0.0621857	0.1130440	0.5047977	0.4913510	0.1380051	0.6384770	0.1963228	0.5636251	0.3613313	0.5480169	0.5545166	0.6343393	0.4655804	0.8414389	0.5391247	0.6654877	0.5739425	0.2547001	0.2330801	0.2511430	0.6294188	0.2882634	0.8665172	0.6471324	0.5644508	0.4246239	0.6424720	0.7246056	0.7175579	0.6339831	0.7725728	0.7284545	0.6643331	0.0044475	0.4516525	0.1570643	0.0898417	0.0533913	0.3845325	0.0158321	0.7270468	0.4309036	0.0367789	0.5366767	0.1882825	0.5612945	0.3040001	0.4121590	0.5537167	0.4693121	0.4027314	0.6819481	0.2084076	0.7380963	0.2330184	0.3647809	0.5318311	0.5385814	0.6571966	0.7012018	0.3245299	0.3112869	0.0061901	0.2281625	0.3779509	0.6331189	0.1696836	0.7093559	0.6908544	0.6429366	0.3448875	0.5536033	0.4794981	0.6174785	0.5014877	0.3854141	0.0887555	0.0246089	0.1063587	0.0237280	0.4899787	0.0662532	0.5088270	0.0956431	0.4768789	0.1184194	0.1420248	0.0024266	0.0263365	0.0523756	0.2839805	0.2860397	0.0973255	0.5979937	0.5141368	0.0335219	0.7723567	0.5087263	0.0502437	0.2641730	0.1589505	0.7279232	0.3493204	0.6961212	0.0264129	0.0002726	0.0248469	0.4441354	0.6378314	0.5671831	0.6961863	0.6150981	0.5578008	0.6150089	0.6887861	0.7305960	0.5899273	0.5484068	0.6394094	0.7459265	0.6229923	0.6571499	0.3817944	0.5485363	0.7256119	0.2580719	0.2440902	0.3349246	0.5920531	0.6392547	0.7420605	0.1057121	0.5925805	0.3822524	0.5433579	0.1451086	0.5272034	0.6680913	0.4402834	0.5725394	0.6985661	0.4980242	0.4019439	0.6918024	0.1692615	0.2097705	0.1290228	0.3322399	0.0058037	0.0610472	0.5143454	0.4659568	0.6728374
0.5696489	0.7223991	0.6313204	0.6074188	0.3453352	0.6733675	0.5317969	0.7569937	0.7252552	0.7703868	0.3505973	0.0223750	0.7063803	0.0622650	0.7061895	0.6419182	0.1287816	0.6667926	0.4476001	0.1949268	0.5409711	0.6752633	0.6028909	0.5310819	0.5872524	0.5403358	0.5592620	0.6561096	0.6030024	0.5771692	0.0220451	0.6633847	0.6206276	0.5236020	0.5217928	0.6405598	0.6574484	0.3186658	0.6267921	0.5810908	0.7224812	0.6548657	0.2006721	0.6174868	0.7208092	0.4154112	0.6372354	0.2940478	0.4693543	0.5286295	0.3750958	0.3781683	0.5217624	0.1706484	0.7496330	0.5083891	0.6245105	0.6347957	0.3234149	0.4944043	0.7585996	0.6488755	0.6821263	0.6410714	0.5170670	0.2020570	0.1425991	0.3275725	0.4110784	0.6840527	0.6672327	0.5057414	0.4947756	0.6128031	0.6906940	0.7017980	0.6462852	0.5053440	0.7510344	0.6432266	0.0065749	0.1875034	0.3493216	0.3946667	0.0589875	0.2876382	0.0651321	0.8223338	0.4816173	0.0236020	0.3873943	0.6201788	0.4503164	0.6093033	0.1533240	0.4828146	0.1756183	0.6792441	0.2691775	0.0774495	0.5549256	0.0032171	0.3440489	0.4843621	0.6421244	0.5549413	0.7368710	0.3951980	0.3457861	0.0935142	0.5832027	0.2366859	0.6928796	0.1386857	0.6546564	0.6372744	0.7665608	0.4298142	0.5716350	0.0580703	0.3966737	0.3771484	0.4550425	0.0542286	0.0552030	0.0288561	0.0622077	0.5135949	0.1393271	0.3445760	0.0474080	0.3827902	0.0566713	0.2098254	0.0335624	0.0469476	0.0887574	0.2997550	0.3212942	0.0920512	0.4462732	0.7022542	0.0777564	0.7061294	0.6039422	0.0017267	0.3833652	0.2956528	0.6408055	0.1245356	0.7356889	0.0066910	0.1203540	0.0303336	0.2337639	0.7057100	0.4655346	0.4861468	0.3853268	0.5213270	0.6293539	0.6458648	0.7127084	0.6893541	0.6769028	0.5224041	0.5744808	0.6334734	0.6160493	0.0494380	0.4221883	0.7103282	0.2873332	0.2865787	0.3621109	0.7273883	0.5695434	0.7858835	0.2469291	0.4834274	0.4937153	0.4885268	0.2082741	0.4746380	0.7029268	0.5956380	0.7538597	0.6417931	0.5211149	0.2431292	0.7418294	0.0624727	0.1701044	0.1398156	0.1067549	0.0063479	0.0288137	0.5420907	0.3014004	0.5267538
0.5333632	0.7610633	0.5582520	0.6986058	0.2869999	0.7497252	0.6920923	0.7769978	0.6245561	0.7700572	0.4914734	0.0431812	0.8192720	0.0198252	0.7754382	0.5833410	0.1087808	0.6903392	0.2698888	0.1212052	0.4673482	0.7696875	0.7336617	0.5381972	0.4528501	0.6030101	0.5194004	0.7304503	0.6546903	0.5876385	0.0837430	0.7096369	0.6315814	0.4812137	0.5675543	0.4861104	0.6019567	0.4306670	0.6876829	0.6227079	0.6030146	0.6815465	0.1333958	0.6472865	0.6452022	0.4017192	0.6030383	0.3059736	0.3843766	0.3943012	0.4817032	0.0741175	0.6907302	0.1182271	0.5237450	0.4503922	0.5712316	0.7708249	0.4670949	0.5004420	0.8340035	0.4514348	0.7519490	0.7291810	0.2366863	0.7662476	0.2034523	0.4924705	0.4141470	0.6629464	0.8268634	0.4540131	0.4017900	0.5481330	0.7810251	0.6059474	0.7305963	0.6424575	0.6415261	0.7440415	0.0823996	0.3258213	0.5360677	0.0171491	0.0593583	0.2439616	0.0062960	0.8233860	0.4457959	0.0278119	0.8365055	0.6015012	0.4245621	0.7037490	0.2771648	0.3856078	0.2513682	0.6554579	0.1661685	0.0512073	0.5946464	0.2600656	0.5560979	0.6058521	0.6741118	0.4950719	0.7559428	0.1276249	0.4751324	0.0163964	0.1759694	0.2625990	0.5373373	0.1555935	0.4192543	0.6246963	0.4650898	0.4060391	0.1891330	0.0844075	0.4553411	0.3331341	0.2767963	0.0745168	0.0526693	0.0735208	0.0242367	0.5451104	0.1317016	0.4406755	0.0422157	0.4638743	0.0849037	0.2282669	0.0270320	0.1426877	0.0286665	0.2890011	0.3296520	0.1239467	0.3154525	0.5192191	0.3026290	0.6065017	0.6299220	0.0165848	0.3351684	0.4317712	0.6432919	0.0070893	0.5850768	0.0000182	0.0320537	0.0373677	0.5130195	0.7007779	0.4905319	0.6740263	0.6726145	0.5671392	0.5514959	0.7228226	0.6313641	0.6941540	0.5942065	0.7144071	0.7507387	0.6054338	0.6258729	0.2162512	0.2917980	0.6673981	0.1372429	0.3245276	0.3860440	0.6074879	0.6716060	0.5824561	0.2407403	0.5761057	0.4168272	0.4572621	0.0942645	0.6527532	0.7623683	0.5783791	0.9363761	0.7105968	0.5422542	0.4450878	0.7339806	0.1848774	0.2871783	0.2195779	0.1262792	0.0386881	0.0932598	0.4882092	0.4387395	0.5570996
0.6410551	0.8131887	0.6324681	0.7048844	0.3573458	0.7122699	0.6394650	0.8224163	0.6279990	0.6328780	0.5901897	0.0531892	0.6018135	0.0394523	0.7828845	0.6171894	0.0896260	0.6085910	0.4507737	0.1762416	0.5632585	0.6111701	0.7451342	0.4996908	0.5929121	0.5602818	0.5062487	0.6281543	0.6192315	0.6043715	0.1157290	0.5973852	0.7374459	0.4010376	0.4701891	0.7443184	0.5287562	0.2699787	0.5954294	0.5693062	0.7078137	0.5553407	0.1776054	0.7189835	0.6346114	0.4374752	0.5676257	0.2938596	0.5775532	0.4184806	0.7181538	0.1450289	0.4141526	0.2934899	0.7022057	0.4766464	0.4427523	0.3589722	0.3564387	0.4451359	0.6571543	0.3724061	0.7395482	0.7554898	0.4166559	0.5046507	0.3989030	0.1633097	0.2330757	0.6648340	0.6796256	0.5268010	0.3025797	0.7142192	0.8417795	0.8182339	0.6661949	0.5857441	0.7413161	0.5609748	0.2048835	0.4229574	0.2509022	0.0207057	0.0323556	0.0632891	0.0284116	0.6277346	0.5005364	0.0554185	0.7367631	0.2028682	0.5664261	0.6941907	0.3032258	0.3611452	0.0235691	0.5437215	0.3155922	0.6162477	0.7285274	0.4861802	0.4313827	0.5416325	0.6193595	0.5273360	0.7927008	0.4324047	0.5442035	0.1132041	0.0242280	0.3164338	0.5507072	0.1660546	0.4656273	0.4539833	0.6723490	0.1913382	0.5065380	0.2053061	0.3949795	0.2196810	0.5432153	0.0901251	0.0665472	0.0415976	0.0532359	0.4972658	0.1074545	0.5102743	0.0599144	0.4347070	0.0195953	0.2042025	0.0240439	0.0015158	0.0789230	0.1655967	0.3636042	0.1795454	0.5058404	0.7089670	0.0386551	0.8726262	0.5051336	0.0335673	0.2773058	0.0111211	0.8377259	0.1267525	0.6220845	0.0030195	0.0443345	0.0003255	0.3616065	0.6749176	0.4956406	0.5717944	0.5701111	0.5880669	0.7860836	0.5933010	0.6849012	0.6877821	0.6387349	0.6979313	0.5910311	0.5783088	0.6494648	0.1218634	0.1504358	0.6933746	0.1994317	0.1397877	0.4445153	0.5890737	0.7234829	0.6937759	0.1889051	0.5690138	0.5691208	0.5031582	0.0849766	0.6264424	0.7378854	0.5364765	0.6319622	0.7197476	0.6261210	0.3825093	0.5089464	0.2317998	0.2742985	0.1898426	0.2097881	0.0295705	0.1182399	0.5328504	0.4472878	0.6744396
0.7458792	0.6022355	0.8504465	0.6934169	0.3090327	0.6449919	0.5161816	0.7559278	0.6433320	0.6490396	0.3180718	0.0399052	0.6927915	0.0334217	0.6163717	0.5729497	0.2415432	0.7715046	0.4529466	0.2186388	0.5539055	0.7647028	0.6956840	0.5124359	0.4427995	0.3598792	0.5704206	0.6430898	0.5604281	0.6330363	0.0200154	0.5236868	0.7749007	0.4118620	0.4293389	0.5951545	0.5823305	0.3605749	0.7003209	0.6406856	0.6793092	0.6029317	0.2755683	0.7278130	0.5086558	0.4647827	0.5812147	0.3311220	0.1760446	0.3476459	0.5309151	0.1387824	0.6354865	0.1039950	0.6500400	0.3847502	0.5361580	0.5497286	0.8096824	0.4309274	0.8320731	0.3456279	0.6526820	0.7292137	0.4187009	0.5604064	0.0659732	0.2723906	0.1843924	0.5597385	0.7609011	0.3925026	0.2117176	0.7152231	0.6459085	0.7593107	0.7226587	0.5387028	0.6421937	0.5898666	0.2875178	0.2560324	0.0787862	0.3146885	0.0350919	0.2240567	0.0329777	0.4527378	0.4776321	0.0362134	0.6456430	0.3366353	0.5598506	0.6677203	0.4388286	0.6043166	0.1282609	0.6257298	0.2394981	0.2128643	0.6426924	0.0553333	0.4882582	0.4894210	0.8163568	0.6246408	0.5588569	0.3346973	0.5099375	0.2538494	0.3941272	0.2435461	0.4977512	0.1415933	0.7457781	0.5456386	0.4563384	0.2667502	0.2605750	0.0003789	0.6584938	0.1347492	0.1403393	0.1017321	0.0219202	0.0517199	0.0649690	0.5643341	0.1489023	0.4711302	0.0858025	0.4772371	0.0305811	0.1532154	0.0000905	0.1434050	0.0802959	0.1367582	0.3109356	0.1452166	0.4584444	0.6685749	0.0966802	0.6789288	0.5050237	0.0312000	0.2680839	0.0304691	0.6713490	0.1901501	0.5084372	0.0004803	0.1710631	0.0124345	0.4741868	0.6625828	0.5252106	0.4487324	0.7962894	0.4793607	0.6458545	0.8461451	0.6777932	0.7839337	0.5551575	0.6930208	0.6074465	0.6875420	0.6434802	0.1031944	0.6038127	0.4505221	0.6215131	0.7310991	0.4960576	0.5573600	0.8116360	0.6319026	0.3858680	0.4760702	0.5739205	0.5186175	0.1934473	0.5193851	0.6767903	0.4258219	0.8560135	0.5794822	0.6234628	0.5098150	0.7849614	0.1577987	0.2611077	0.1654538	0.2118987	0.0230507	0.0742217	0.5074444	0.5095903	0.6395032
