rhaD	rhaS	rhaB	rhaA	rhaR	rhaT	arcA	puuR	ydeA	puuD	rpsJ	rpmC	fadJ	fadE	fadR	fadI	fadD	fadA	fadB	fadL	tpx	betB	betI	betA	betT	fabB	icd	hybA	iraM	hybF	ssb	rplC	lldD	lldR	lldP	uvrA	fabA	fabR	rpsS	ybdN	appA	rpsC	rplV	ackA	rplW	hybB	rpsQ	yccB	appY	appB	appC	hyaB	hyaC	hyaE	iscR	hyaF	hyaA	hyaD	narP	napA	narL	napB	napF	napC	napG	napD	modE	napH	ccmH	ccmE	ccmC	ccmG	flhC	ccmB	ccmF	ccmA	flhD	ccmD	nrfF	nrfB	nrfD	nrfE	nrfA	nrfG	nrfC	mdh	glpA	glpB	glpC	hybE	ygbK	flgM	ppdB	flgC	flgF	flgB	gltI	hybC	fliO	fliR	fliJ	ppdA	ycgR	hdfR	recC	flhE	flgH	fliG	flgJ	flgN	fliL	fliT	fliQ	fliS	flhB	fliF	gltK	yhjH	gltL	flhA	fliP	ygdB	flgD	flgI	fliD	fliM	hybD	ppdC	flgA	flgG	fliK	flgE	fliH	fliN	hybG	fliE	hybO	gltJ	fliI	oppD	fdnH	ydhU	cydC	ydhY	oppA	fdnG	cydD	moeB	ydhX	oppB	ydhW	fnr	moeA	ydhT	yecR	fdnI	ydhV	fdhF	ytfE	hcr	hcp	ubiC	ubiA	focA	nuoI	nuoH	norV	nuoC	dmsA	nuoM	dmsC	nuoG	nuoF	nuoJ	nuoA	nuoL	nuoE	nuoB	dmsB	nuoK	nuoN	norW	rplP	rplD	dmsD	ynfH	rplB	dcuS	ynfF	narX	ynfE	dcuC	puuA	ynfG	pflB	fumB	frdA	dcuR	frdC	frdD
0.1832485	0.1477013	0.1583345	0.1439475	0.1880921	0.6008301	0.4455193	0.0073733	0.1680990	0.5089800	0.3580949	0.2220078	0.0920332	0.1749291	0.5974457	0.2427351	0.0022374	0.3892643	0.4604383	0.0359831	0.1290196	0.0742618	0.5626350	0.4704591	0.1741884	0.5545190	0.4228859	0.4960704	0.7379217	0.0056148	0.2335598	0.3847807	0.6371347	0.0026757	0.6465182	0.3141479	0.3532986	0.7308703	0.3970499	0.5239043	0.1685720	0.0769331	0.3866513	0.6346987	0.2577815	0.6688744	0.3154180	0.5899106	0.7308764	0.4727700	0.6934564	0.4219323	0.2455336	0.1843365	0.5848151	0.3599090	0.3457886	0.0298096	0.7237785	0.0718267	0.0507880	0.2600079	0.3587820	0.2964714	0.6504485	0.4672300	0.6035265	0.5589669	0.0115736	0.2467544	0.4152001	0.2618268	0.1172328	0.4565715	0.4135666	0.4625018	0.2472946	0.3722333	0.6375662	0.7589852	0.4781845	0.6297422	0.0651778	0.6137918	0.4278800	0.5699814	0.0813793	0.3211335	0.0418802	0.3986949	0.5318087	0.2983234	0.3499503	0.0240757	0.0042884	0.1595262	0.1130487	0.5430047	0.0302190	0.0000730	0.3106866	0.2854598	0.0677935	0.7578772	0.0677452	0.5434322	0.5154577	0.0159370	0.8020605	0.0771584	0.3674683	0.0235244	0.4343832	0.2275502	0.2050641	0.0000557	0.0549704	0.0475409	0.0170219	0.7242335	0.0141541	0.0890978	0.0496160	0.0962603	0.0022199	0.5952171	0.3961671	0.1405430	0.0960209	0.1002886	0.4217366	0.1885738	0.0793737	0.1055026	0.4802922	0.3981342	0.7211915	0.0829733	0.1131169	0.0314409	0.1253161	0.6629961	0.0001866	0.1575077	0.1693419	0.0160702	0.3883387	0.3219200	0.2610343	0.2085748	0.6291846	0.5491082	0.0886295	0.4964856	0.1817522	0.4655953	0.3633802	0.6731169	0.2815258	0.2940874	0.3069589	0.5551117	0.2500756	0.3049357	0.0746093	0.3644906	0.2150263	0.6037334	0.3163109	0.0128678	0.5628933	0.0471521	0.7363497	0.1378726	0.7182898	0.2925505	0.0126199	0.3271040	0.0939510	0.3750449	0.0881752	0.2806873	0.1939610	0.2256516	0.6773612	0.7139786	0.0501994	0.2450768	0.2381322	0.2179746	0.7692079	0.6200545	0.1449238	0.4127640	0.6317581	0.6566062	0.4890349	0.6595290	0.2296066	0.7776727
0.0702531	0.0014692	0.2391587	0.0002410	0.0173803	0.5866601	0.2383549	0.1354043	0.5757047	0.5393778	0.4627734	0.5867578	0.3367386	0.1418524	0.5078129	0.4648926	0.0015002	0.3541232	0.3695567	0.1699780	0.3910774	0.1375596	0.4146640	0.2030334	0.1266481	0.1897611	0.4121382	0.5143377	0.5698701	0.1880687	0.1750401	0.3679789	0.5112747	0.0001254	0.6972264	0.4078628	0.1739945	0.5444175	0.3869708	0.4708379	0.0613304	0.0971341	0.1280366	0.3011129	0.3593077	0.5148058	0.1828527	0.5339002	0.4091442	0.2527233	0.5157430	0.3007712	0.2521500	0.1479445	0.3701078	0.5291112	0.3635035	0.1060047	0.6502806	0.4529139	0.0081950	0.2942915	0.5429785	0.4964568	0.4398366	0.5620743	0.3106009	0.6778153	0.0228303	0.0331568	0.4410023	0.2707841	0.3284080	0.2519087	0.2159932	0.6042789	0.1409293	0.4481008	0.3343964	0.7143464	0.5367515	0.5709315	0.0192921	0.7043876	0.5114616	0.1817027	0.1762414	0.2935657	0.1191727	0.3650865	0.5492373	0.1687485	0.0205120	0.1320943	0.2980610	0.0932975	0.4754626	0.7337084	0.3149387	0.1221634	0.2304530	0.4577944	0.2696062	0.5018665	0.0038460	0.6284014	0.4543933	0.2025091	0.6027620	0.2318330	0.8875715	0.0399312	0.4756226	0.0630823	0.0461281	0.1550121	0.1237228	0.1481512	0.0964574	0.6417242	0.2167862	0.0649146	0.2490974	0.1141454	0.0688649	0.6782037	0.4412508	0.2950848	0.0002447	0.4651911	0.5880742	0.0716827	0.1045713	0.2542745	0.5705506	0.5342712	0.6642374	0.0025066	0.6407210	0.5362140	0.2559699	0.6907290	0.0832519	0.2117149	0.3469576	0.5147277	0.3961258	0.2335605	0.0665163	0.3978066	0.5874286	0.5468466	0.1684103	0.5386214	0.0466067	0.2508727	0.3315205	0.6505969	0.0677472	0.2883532	0.1638253	0.5776970	0.4246936	0.3569587	0.0290359	0.0361860	0.2569298	0.5546153	0.6212795	0.0312899	0.6361276	0.0257585	0.7336761	0.4006506	0.3471192	0.0845740	0.0585616	0.4634310	0.4713909	0.2308355	0.1083199	0.3387623	0.4362411	0.3451065	0.5680803	0.5545924	0.1428616	0.4462124	0.5650690	0.4097919	0.5895085	0.3427087	0.3994110	0.2394589	0.6567443	0.4918020	0.5620470	0.3668069	0.0142085	0.7969777
0.4595378	0.0044710	0.2296700	0.0010628	0.0453718	0.2578854	0.2620354	0.0761439	0.1348825	0.6210001	0.4629746	0.5828675	0.2045542	0.2121668	0.5275366	0.5891806	0.0001508	0.3263259	0.4546377	0.1171688	0.2926856	0.0051905	0.5493470	0.3730807	0.2126406	0.3760018	0.3601465	0.3121132	0.6520417	0.0340338	0.1795664	0.4169805	0.5743206	0.0356623	0.6737134	0.1887343	0.2163876	0.9076330	0.4372670	0.5935165	0.2572353	0.0806624	0.4368635	0.6060410	0.4676840	0.1118301	0.3237675	0.6142461	0.6034876	0.5349058	0.6225107	0.4778749	0.5246388	0.2986236	0.5476212	0.7649214	0.2177933	0.1624978	0.5925183	0.0669689	0.2812008	0.5208633	0.5493975	0.5663238	0.5707603	0.5481627	0.6731248	0.3704926	0.0048159	0.4416896	0.4169309	0.4317800	0.1636337	0.5460165	0.3906510	0.5301457	0.0634783	0.3948022	0.5500757	0.6448820	0.1987131	0.6994387	0.0929496	0.6207203	0.1267799	0.4899211	0.0125961	0.2746783	0.0720402	0.2156172	0.1149162	0.4000779	0.0151274	0.0206314	0.0508874	0.2129810	0.2713935	0.0526060	0.0030197	0.0002171	0.0728255	0.0178868	0.3310637	0.6976679	0.0805824	0.2904766	0.3207014	0.1071470	0.6863407	0.2225563	0.2782924	0.0126431	0.1172408	0.0016509	0.0004265	0.2098759	0.0097847	0.0137426	0.2393515	0.1876413	0.0117546	0.2151472	0.0012763	0.0693725	0.0050629	0.5105696	0.2955430	0.3723660	0.0005781	0.0038468	0.6150738	0.0270822	0.3619174	0.1112172	0.2804500	0.2954347	0.2439620	0.0009279	0.2685892	0.0658356	0.1408354	0.6868370	0.0596788	0.2530825	0.1572701	0.0535966	0.4435056	0.1521458	0.1111817	0.2852774	0.7100892	0.5685339	0.1860294	0.2203203	0.0632540	0.5677110	0.0638679	0.5237658	0.4544223	0.4594921	0.4930896	0.4535059	0.1712358	0.2683966	0.5948207	0.5383293	0.0121254	0.4701548	0.4166251	0.0795701	0.1171530	0.0484708	0.7153666	0.2907268	0.6421896	0.4863466	0.2098105	0.4393451	0.2430078	0.2649400	0.3295910	0.4006737	0.1558608	0.1674889	0.7387965	0.5335122	0.1300152	0.3302984	0.3611934	0.4940208	0.1916607	0.4669059	0.1930376	0.3552084	0.6145521	0.2492350	0.2500017	0.5433955	0.2041561	0.7537874
0.0520230	0.0238544	0.3934560	0.0015629	0.0000001	0.5369080	0.4004349	0.0722664	0.2601212	0.4810526	0.3032459	0.4293098	0.1703927	0.1783306	0.8395460	0.2542917	0.0328187	0.4206809	0.4419836	0.1624480	0.1948556	0.0945903	0.6834384	0.2383548	0.1311565	0.4840061	0.4159344	0.1817209	0.6142970	0.0016153	0.2949376	0.4039489	0.6878369	0.0217966	0.7597130	0.2864461	0.3737429	0.5026965	0.1957353	0.5760906	0.1635858	0.0492667	0.5454940	0.5457147	0.2947755	0.1201035	0.3851883	0.6253668	0.7043873	0.5974961	0.5862190	0.1524095	0.5000670	0.2870065	0.6239867	0.1856306	0.1019667	0.3393381	0.7794459	0.5563781	0.4358523	0.0723879	0.3221248	0.6869876	0.2462773	0.3669598	0.7380984	0.3969044	0.0005218	0.2067107	0.4776703	0.4631419	0.1764330	0.2037481	0.4287554	0.4729855	0.0084268	0.4829607	0.6918461	0.6620018	0.1374840	0.6777805	0.3499933	0.6750930	0.3105548	0.4979038	0.0014107	0.3829766	0.0019822	0.1563344	0.0306275	0.1248699	0.0473097	0.0431502	0.0202404	0.0159158	0.4015318	0.0110697	0.0727393	0.0002775	0.2973020	0.3338310	0.2391963	0.6779310	0.2001187	0.1692846	0.2116771	0.0348619	0.0796844	0.0000140	0.3900438	0.1871136	0.1795310	0.1031332	0.0006083	0.1347225	0.0017971	0.0041948	0.0518466	0.2523685	0.3975374	0.0073745	0.0000848	0.0249114	0.0005286	0.5051182	0.1679320	0.1986378	0.0186937	0.2949290	0.5316176	0.0000216	0.2209005	0.0496821	0.4093236	0.2374275	0.2123926	0.0000815	0.1845196	0.0578797	0.2793358	0.3546640	0.2175162	0.1333196	0.0144513	0.1172270	0.3793964	0.5217873	0.3309887	0.0080445	0.5243642	0.6643396	0.3874061	0.1326539	0.3430707	0.4661681	0.0196117	0.2573297	0.1975261	0.6186166	0.5068075	0.1443718	0.2529468	0.2005909	0.5926369	0.3475739	0.0074688	0.7184263	0.4031617	0.1206424	0.1501727	0.2414259	0.5211155	0.4502850	0.4804072	0.3965596	0.3710848	0.3536687	0.1797516	0.5188575	0.2662024	0.3211299	0.4093889	0.3523570	0.4405596	0.4259368	0.1421649	0.0714086	0.2413260	0.4953166	0.0001760	0.3954510	0.0292413	0.1122885	0.4487133	0.6685143	0.3998656	0.3475862	0.0001233	0.6210188
0.0927501	0.1781144	0.4287898	0.1967190	0.0522261	0.5434127	0.4722347	0.1231773	0.1370527	0.4812523	0.2116789	0.7172668	0.0456971	0.1899330	0.6768431	0.3215172	0.0116342	0.3352336	0.2291586	0.0976620	0.3150404	0.0946496	0.7091627	0.2117058	0.1418044	0.0692340	0.2912101	0.2469988	0.7042091	0.0819192	0.2252685	0.3871688	0.8027800	0.0442879	0.6624244	0.0735067	0.0862857	0.6978556	0.3086865	0.5922728	0.1480302	0.2688606	0.3549218	0.5542872	0.3483671	0.1615061	0.1537756	0.6724436	0.7103556	0.3936007	0.7524237	0.2462389	0.4303182	0.1368166	0.5524004	0.5423502	0.2716549	0.3864567	0.7885822	0.0320859	0.2680459	0.1216277	0.0716008	0.1279172	0.3235119	0.1209114	0.5162910	0.6530796	0.1925167	0.2017887	0.5136442	0.4814225	0.1701672	0.3060202	0.4447606	0.4751494	0.1124645	0.5843457	0.6347932	0.6940307	0.2737128	0.6920768	0.0789134	0.6698274	0.3473121	0.5096607	0.0396669	0.2222520	0.0006775	0.2324328	0.0885229	0.0568623	0.1263011	0.0016344	0.0301884	0.1872277	0.3276029	0.0530765	0.1559301	0.0004747	0.1522705	0.0354385	0.0514417	0.7089471	0.1518458	0.4458119	0.6098828	0.1345802	0.6553541	0.0112322	0.3573360	0.0182304	0.3106138	0.0001908	0.0008924	0.2000831	0.1950601	0.2849461	0.0790883	0.5116466	0.0131765	0.3798634	0.0345947	0.0799210	0.0520092	0.6339961	0.3411784	0.0722081	0.0000571	0.0643467	0.6801695	0.0003043	0.0228111	0.1679241	0.3522743	0.1412723	0.1080198	0.0182950	0.1731978	0.1565453	0.2185704	0.6994903	0.0523331	0.1917861	0.2476967	0.1985032	0.4071242	0.6385372	0.1164868	0.1823561	0.7397175	0.5632568	0.2620982	0.5364960	0.0684671	0.3693902	0.0607978	0.5711097	0.4249684	0.4961207	0.4517740	0.2871407	0.0886207	0.2647298	0.3540433	0.4964171	0.0075123	0.6689087	0.5487759	0.0241186	0.1681467	0.1062259	0.5901095	0.4672291	0.6239673	0.1906996	0.1791487	0.1864669	0.3356674	0.3652247	0.4655059	0.2756082	0.2209153	0.0664799	0.5507756	0.3132879	0.1610012	0.2158613	0.3956377	0.2697900	0.2504968	0.4475077	0.1923441	0.0877667	0.7328166	0.5608236	0.5457868	0.7343561	0.3005489	0.6691359
0.5922127	0.5127413	0.6924424	0.4011076	0.5823004	0.3185306	0.2633277	0.0927154	0.3217038	0.5434640	0.4771282	0.5094785	0.3533513	0.2321345	0.3890413	0.5122637	0.0503564	0.5378751	0.6542391	0.2584051	0.5524473	0.0663243	0.5302209	0.4102369	0.1499899	0.1435520	0.2925135	0.1462493	0.6315609	0.0050248	0.4219888	0.3471780	0.4407185	0.0061626	0.6340570	0.2495789	0.2185356	0.5711821	0.3589138	0.6218124	0.0824556	0.1291494	0.4477929	0.4186045	0.4882865	0.0212798	0.3712378	0.5595497	0.5571617	0.4437729	0.7285621	0.3571766	0.6247999	0.0565611	0.5008486	0.4197927	0.1363849	0.4835105	0.6771291	0.0895843	0.4216082	0.3755144	0.3993134	0.6355176	0.6420780	0.2175751	0.6688493	0.6117462	0.0004549	0.2162074	0.2527104	0.1167820	0.1774290	0.3750848	0.4368238	0.4038833	0.0035282	0.5593798	0.6047849	0.6449813	0.4708735	0.3763271	0.2116583	0.6702940	0.2231589	0.6258798	0.0000542	0.3096928	0.2683173	0.1646624	0.0292282	0.0170616	0.1493171	0.0000944	0.0758448	0.1166689	0.1881950	0.0870397	0.1037895	0.1190248	0.2360901	0.0325883	0.2512078	0.7312060	0.0804788	0.0807532	0.4303768	0.0000955	0.1019013	0.1760744	0.0020854	0.2247745	0.0817868	0.0000294	0.1512815	0.0427488	0.0018634	0.0100470	0.0013281	0.0055809	0.0015248	0.0842338	0.0000271	0.1628392	0.2554347	0.7385780	0.1301139	0.1494183	0.1885873	0.0046270	0.5037046	0.2228815	0.0002759	0.1405047	0.4631546	0.0000074	0.3275380	0.1283068	0.3407753	0.0857137	0.2570173	0.7906991	0.0702204	0.1813108	0.3007994	0.1910586	0.3361634	0.2613558	0.2436412	0.2790088	0.3907054	0.3822197	0.2647198	0.4244148	0.0473404	0.3000045	0.4964174	0.3138249	0.4320764	0.6455975	0.5163426	0.2821114	0.0454132	0.4469144	0.5903959	0.3464457	0.0185388	0.7394444	0.5348186	0.0338659	0.0113874	0.0645979	0.6996561	0.4765732	0.6023296	0.5159245	0.7553202	0.2827206	0.1729458	0.5825938	0.4229950	0.4659999	0.2619119	0.1809637	0.5608178	0.2996138	0.0280475	0.1397471	0.1147064	0.4853399	0.3611610	0.5275105	0.3706236	0.2718431	0.5104711	0.3571997	0.3409353	0.6418142	0.0214337	0.6989342
0.1112430	0.1156485	0.0551369	0.0654749	0.0007064	0.4811662	0.4636113	0.0823621	0.0980098	0.4791778	0.1679364	0.3001463	0.1608024	0.1147807	0.7074151	0.3076335	0.0003897	0.3081527	0.2541814	0.0817677	0.2861057	0.0793789	0.3895683	0.3627889	0.2228280	0.3088315	0.1983560	0.3330783	0.7052667	0.0639971	0.1381942	0.1946595	0.6830928	0.0384169	0.6504747	0.1782070	0.2858817	0.8226117	0.2116174	0.5554264	0.3460345	0.2611663	0.1961880	0.4361007	0.3581916	0.3185074	0.0828656	0.6641167	0.6757533	0.5133020	0.7038113	0.3736806	0.4412640	0.0609642	0.4825956	0.6545893	0.0569797	0.3691634	0.6967892	0.0661936	0.2049240	0.1658157	0.3251859	0.5833362	0.4158894	0.2633756	0.5911288	0.2271628	0.3400197	0.3347036	0.4694363	0.1911965	0.1211482	0.1964226	0.4689416	0.4711705	0.0083963	0.3730142	0.5972153	0.7636269	0.0871360	0.6448722	0.0784537	0.6699161	0.2825904	0.4389899	0.2726950	0.1792195	0.0854706	0.2221236	0.2545780	0.0222260	0.0529624	0.0093764	0.0248345	0.2163060	0.5165677	0.0206062	0.2160638	0.0787137	0.0015671	0.2052540	0.0234574	0.6977373	0.2453602	0.1667739	0.5793837	0.0001329	0.3268794	0.3181798	0.0027058	0.0733525	0.0232707	0.1631370	0.0311817	0.2027728	0.0019904	0.0018071	0.0024622	0.0091546	0.0015876	0.0065266	0.4181533	0.0427152	0.1306711	0.3187786	0.1118178	0.1307254	0.0008565	0.0000108	0.5003733	0.0000219	0.4608089	0.0533932	0.2102917	0.0468611	0.4218488	0.0405341	0.3002710	0.1008980	0.1089395	0.6985018	0.0109526	0.2750494	0.1914603	0.0526740	0.5908578	0.2831401	0.2414297	0.0151527	0.5272730	0.3450471	0.2059550	0.3972247	0.1817434	0.5218330	0.2936854	0.4982882	0.1540166	0.5534280	0.4752337	0.3398500	0.1760250	0.3035147	0.4368402	0.4683181	0.0301398	0.5213317	0.5362543	0.0517636	0.2766866	0.2655498	0.7465368	0.4292764	0.6237771	0.3278215	0.1150262	0.3971456	0.1356069	0.5551080	0.4548763	0.5160942	0.0591219	0.0263377	0.6412318	0.2817100	0.0055091	0.0465692	0.1119935	0.3671767	0.4134310	0.3834814	0.1632160	0.1198891	0.6671402	0.7143943	0.4301743	0.3532261	0.0168929	0.7523631
0.1140200	0.1263645	0.0143386	0.2592618	0.0281757	0.6407085	0.4119854	0.0980681	0.2292568	0.5023206	0.3436780	0.5647219	0.2000124	0.1310574	0.5122091	0.4067483	0.0376988	0.3107421	0.4442152	0.0449911	0.1986541	0.0528673	0.6601019	0.2488676	0.0889819	0.6424177	0.3676857	0.3840846	0.6267313	0.0030381	0.2331588	0.3893638	0.6299052	0.0227150	0.7095917	0.2366352	0.6076101	0.3340814	0.4501905	0.7925918	0.1610366	0.0559586	0.2865506	0.6111035	0.4442858	0.1555464	0.2150132	0.7679826	0.7389499	0.3578579	0.6019099	0.4686959	0.4937416	0.1279109	0.5930191	0.3980556	0.2810179	0.1420042	0.7198317	0.1406858	0.3140223	0.4806092	0.2569348	0.4239152	0.5904348	0.4379521	0.5313375	0.6046719	0.0933596	0.4580112	0.3712307	0.3362974	0.1403410	0.2909946	0.4292599	0.5065205	0.2120083	0.4155671	0.5984512	0.8227483	0.2597051	0.7398288	0.1050278	0.6500623	0.6039165	0.1290910	0.1468668	0.2560803	0.0008318	0.3994918	0.4237585	0.1824745	0.2586040	0.0384348	0.2295531	0.4554140	0.2157132	0.0839196	0.0617026	0.2273161	0.4012877	0.5001688	0.1752305	0.7125857	0.0282127	0.4026271	0.5317361	0.0104826	0.6634914	0.1344702	0.6584095	0.1592040	0.4865107	0.0005375	0.1503281	0.0003579	0.0470895	0.0743131	0.0764048	0.6170635	0.0703612	0.1131774	0.0455324	0.2497209	0.0345783	0.6363203	0.1006838	0.3135754	0.0000314	0.2046246	0.5261129	0.0148780	0.0033750	0.3462798	0.4218313	0.3811340	0.2416166	0.0812002	0.2706099	0.1312634	0.3018906	0.6516973	0.1027429	0.2213815	0.2431882	0.0421838	0.5611655	0.3784621	0.1642122	0.2397695	0.3602024	0.5470433	0.1070939	0.1535389	0.2420772	0.6200319	0.3372437	0.4943519	0.3095421	0.5917390	0.4171239	0.4140659	0.2421389	0.3180867	0.5873360	0.3868366	0.0180183	0.5694785	0.4740689	0.0478708	0.2893140	0.0102032	0.5499059	0.5016727	0.5937892	0.1996097	0.2021694	0.3357305	0.3405140	0.3285416	0.2962655	0.2703580	0.3005401	0.4053764	0.7396254	0.2209495	0.1665127	0.1605511	0.3376376	0.4046062	0.4634651	0.5145452	0.2984217	0.3802793	0.6787997	0.7363303	0.2998024	0.7051116	0.0413650	0.6878902
0.1012580	0.2069730	0.3872108	0.0916660	0.1658761	0.2552578	0.2975732	0.1137323	0.2080379	0.4418327	0.2670736	0.5656493	0.0321898	0.1483798	0.5192591	0.2500175	0.0004132	0.4201167	0.4087186	0.0864097	0.1372797	0.0313446	0.4466976	0.4208555	0.1048848	0.6657057	0.3642853	0.0486353	0.7048671	0.0020163	0.2057168	0.4743992	0.6277317	0.0288566	0.7085145	0.2150395	0.6103526	0.3544655	0.3127125	0.5538126	0.1847773	0.0600994	0.4121646	0.6554745	0.4949769	0.1325892	0.2231152	0.4889006	0.5149547	0.4458293	0.6845082	0.2418849	0.1932249	0.0510092	0.5299520	0.4737106	0.5872412	0.2581808	0.6992958	0.0745584	0.5077908	0.3979169	0.3278059	0.5431726	0.4402445	0.5936857	0.7386475	0.7645399	0.1323816	0.4431363	0.5144878	0.2696082	0.1334262	0.5176430	0.5230373	0.4800301	0.1697227	0.4187877	0.6071186	0.5751051	0.2730660	0.5878549	0.6359108	0.7012126	0.4672195	0.3943705	0.2425319	0.2245290	0.1146976	0.1502939	0.4848987	0.5962991	0.1211784	0.0162664	0.0850404	0.0774716	0.2006475	0.0299261	0.3782690	0.0007269	0.0542981	0.2671572	0.0394173	0.5965949	0.0000089	0.6004478	0.5375944	0.1835381	0.5826198	0.0407270	0.4937641	0.0288797	0.3624618	0.0002817	0.2798155	0.0993104	0.1749253	0.0933688	0.0680043	0.5688090	0.0367836	0.2883605	0.1921865	0.2603602	0.0090685	0.5864749	0.2689310	0.0770742	0.0179377	0.1010123	0.5895847	0.0453036	0.2628352	0.1334473	0.3118069	0.2269533	0.1444095	0.3006560	0.3175709	0.0284147	0.1835298	0.6716929	0.4347718	0.1908026	0.2790014	0.0271256	0.6661176	0.2462790	0.4453469	0.2387223	0.5930124	0.6018147	0.1690184	0.1998201	0.0247393	0.3808244	0.3144132	0.2242706	0.2153741	0.6515410	0.5392522	0.2355565	0.1292881	0.3412163	0.6383987	0.4187380	0.0125943	0.7091609	0.4781073	0.0667225	0.0883303	0.0232695	0.6777782	0.1254078	0.3857211	0.5380485	0.3029506	0.3519901	0.2025449	0.5553945	0.3267884	0.2827076	0.1089826	0.2521105	0.7106987	0.2433821	0.0551684	0.1901250	0.3818536	0.2791619	0.4061132	0.4132749	0.1179458	0.2972462	0.3934484	0.5431731	0.6212540	0.4820160	0.0047194	0.5842208
0.7307208	0.6368247	0.7554992	0.3346538	0.6851119	0.6004739	0.5208444	0.0070840	0.0963311	0.3226290	0.5162986	0.6864228	0.1612953	0.1950759	0.6652202	0.2286093	0.0441366	0.3535404	0.2296905	0.0631156	0.2775594	0.0650616	0.6008019	0.4166872	0.0266907	0.0732896	0.2221289	0.0135664	0.5853123	0.0264922	0.2290571	0.2082257	0.7081801	0.0019321	0.7368905	0.1317847	0.2493767	0.6239235	0.2786108	0.5590565	0.1399844	0.2505395	0.3888717	0.4216813	0.3678629	0.1487446	0.0832240	0.6520732	0.5496913	0.4974727	0.8101038	0.3812662	0.4411521	0.2087943	0.6216243	0.4093284	0.3959537	0.0896445	0.6742453	0.0630406	0.5028473	0.3524480	0.0859450	0.6531348	0.6546097	0.0945183	0.7869088	0.5576256	0.0032219	0.6499939	0.2600210	0.3046596	0.0759857	0.6174618	0.5197320	0.3540038	0.1618937	0.3108195	0.8370471	0.7749150	0.3117911	0.6288985	0.3440437	0.6744658	0.4958069	0.6628727	0.1690527	0.1737974	0.0001799	0.1425219	0.4077739	0.1242955	0.0004678	0.0762506	0.0024789	0.0413259	0.0864880	0.0140692	0.4440334	0.0001233	0.0125400	0.1299134	0.0210845	0.6145248	0.0672906	0.3848004	0.4361560	0.0034148	0.5480238	0.6043521	0.4094624	0.1977119	0.3609897	0.0758728	0.0344931	0.1241712	0.0048915	0.1221299	0.1975450	0.7594119	0.0029672	0.0668258	0.0001265	0.0806142	0.0042960	0.7115430	0.1208467	0.2530088	0.0016997	0.0038650	0.5645067	0.3854539	0.2837643	0.3881740	0.3008784	0.2562201	0.1577473	0.0050366	0.2993644	0.0680399	0.0334373	0.5953318	0.3006790	0.3826105	0.2297339	0.2040159	0.4577953	0.5493894	0.1839698	0.1880240	0.2882546	0.3822284	0.3088470	0.1823170	0.0011185	0.5095881	0.5291807	0.2651491	0.3734240	0.5192274	0.4987388	0.3874066	0.2545008	0.2904053	0.6663608	0.5704549	0.0059000	0.6029704	0.4089666	0.1424425	0.0925794	0.3116742	0.6933918	0.4430443	0.7386454	0.5349104	0.1764747	0.4763217	0.1303484	0.4776310	0.4342063	0.3162065	0.1084211	0.0156471	0.6091534	0.1663115	0.2033459	0.1607105	0.2945146	0.5936123	0.0024172	0.4158245	0.1358674	0.4566688	0.3695468	0.6576684	0.3097413	0.4469936	0.0850069	0.6933533
