nrfD	narP	ydhT	ydhX	ydhU	narL	ydhV	ydhW	ydhY	fdnG	fdnI	fdnH	hcr	ytfE	fdhF	hcp	yoaG	yeaR	nsrR	nrfC	nrfB	nrfA	nrfF	nrfE	nrfG	flhD	ccmE	ccmF	ccmH	flhC	ccmC	ccmB	ccmA	ccmD	modE	ccmG	napH	napF	napB	napC	napD	napG	napA	iscR	fnr	yecR	fliY	fliZ	fliA	norW	hyaA	hyaC	hyaD	norV	norR	dmsB	hyaB	appY	hyaE	hyaF	dmsA	dmsC	glpA	glpB	glpC	ppdB	fliR	gltL	flhA	flgG	fliN	fliQ	fliL	flgH	fliI	yhjH	fliK	hdfR	dcuS	ycgR	flgD	pheM	fliD	flgI	fliP	gltI	flgB	ppdC	gltJ	ygbK	flgC	fliO	dmsD	ygbA	ppdA	ynfG	ygdB	flgM	flgJ	flgE	flgN	fliG	fliH	flhB	flgF	fliF	flgA	fliE	fliJ	ynfE	fliT	ynfH	fliM	rplT	ynfF	gltK	narX	fliS	recC	flhE	nikB	nikR	nikE	nikD	nikA	nikC	frdA	aspA	moaB	moaA	lrhA	cydC	moaE	cueR	moaC	moaD	hydN	frdD	dcuR	frdC	frdB	dcuB	fumB	cydD	dcuA	qseB	moeB	moeA	nirD	nirC	cysG	nirB	mdh	hmp	hypF	glpR	adhE	hycD	narK	hypD	hycG	fhlA	hycB	hycE	hycA	hypC	hycI	hypB	hycH	hypE	hycC	hycF	hyfC	hyfE	hypA	hyfF	hyfR	focB	hyfD	hyfA	hyfG	hyfJ	hyfI	hyfH	hyfB	aceF	ubiA	aceE	ubiC	mglB	scpA	cueO	rybB	yqjI	rpsI	xdhA	rffE	rffD	ydeJ	tadA
0.0118886	0.5906591	0.1753383	0.1619891	0.0856040	0.4795707	0.5729693	0.6041567	0.3320103	0.1058666	0.3905728	0.1313436	0.4548713	0.5125879	0.3419405	0.6060336	0.6799480	0.0007235	0.6835411	0.0004741	0.6063854	0.4176424	0.2693822	0.1417903	0.4937140	0.0016596	0.5074680	0.0668190	0.3656785	0.5331556	0.4312844	0.6586397	0.7685264	0.5861361	0.5274267	0.0438947	0.5810159	0.3011089	0.2947600	0.1016337	0.4343752	0.0464195	0.6891031	0.8546134	0.8467473	0.7829676	0.2771266	0.0000465	0.2817859	0.1055392	0.5960780	0.4212590	0.3273351	0.2941985	0.2588493	0.6539891	0.5284336	0.6254781	0.3404986	0.2728187	0.2247249	0.6907871	0.0001216	0.1626098	0.0785279	0.2629232	0.1249514	0.6128936	0.4978219	0.0060238	0.6254834	0.0003111	0.1601310	0.2747976	0.3928999	0.0002599	0.4461022	0.6366659	0.1549523	0.1981067	0.6095525	0.2948747	0.1398567	0.4600638	0.0195004	0.0467225	0.2124175	0.3887544	0.3947162	0.7773868	0.0067810	0.0190648	0.4694074	0.0086999	0.3915255	0.6323275	0.3204297	0.0739202	0.2817984	0.2446610	0.6923923	0.1688134	0.2023984	0.1841658	0.5121184	0.1444894	0.5547328	0.3859851	0.2755481	0.3899509	0.4577242	0.4442052	0.1340788	0.1277185	0.6139452	0.0497957	0.4560138	0.3762946	0.1253112	0.2486139	0.3508559	0.4490703	0.1787155	0.1460731	0.3825415	0.3510296	0.0601475	0.2512066	0.2565188	0.3941511	0.8398240	0.6580015	0.4261364	0.6379697	0.2897009	0.4882322	0.1798199	0.4278131	0.2560396	0.3644872	0.6016118	0.6135654	0.2448001	0.4645307	0.1440440	0.5390922	0.3580962	0.2030953	0.7347853	0.2738715	0.6824122	0.7497592	0.4209132	0.1829824	0.5077132	0.6131430	0.0292141	0.4657083	0.6694431	0.3423587	0.1381854	0.2489778	0.4480520	0.0699906	0.5967468	0.3001391	0.0451768	0.5367889	0.4006513	0.2996415	0.0082159	0.5134045	0.2020033	0.3277712	0.1664822	0.0308066	0.2837391	0.2895397	0.2225564	0.3535570	0.1950402	0.5238988	0.0307134	0.2230002	0.3622578	0.4655500	0.0015702	0.3863987	0.0075814	0.1567729	0.5552301	0.3188933	0.2973173	0.4888673	0.1269397	0.6937700	0.2327172	0.2783159	0.5148630	0.2136771
0.0889684	0.6485642	0.2513395	0.4492972	0.0893789	0.2732392	0.6906533	0.4610076	0.4693242	0.0957512	0.2559118	0.4739944	0.5989261	0.2846221	0.5859583	0.5194282	0.4083097	0.1955868	0.5350396	0.1685639	0.6967187	0.4733054	0.0018656	0.1041900	0.5620143	0.0054885	0.6304916	0.3046321	0.3302583	0.6889743	0.7127109	0.7794722	0.6565834	0.2144738	0.5873910	0.0706491	0.5596129	0.1429258	0.2356936	0.2396363	0.5729440	0.1529833	0.3619722	0.7394485	0.4949218	0.6414737	0.5154612	0.1634525	0.1704671	0.2158963	0.5537022	0.5614181	0.0009867	0.3824388	0.4339888	0.5564548	0.6089663	0.4920499	0.3269829	0.1577901	0.1355507	0.6562313	0.0021465	0.1854277	0.4992048	0.0259005	0.2306359	0.4886508	0.6739220	0.0663104	0.8007291	0.0001854	0.0010969	0.3253029	0.3254789	0.0009992	0.6738942	0.3656251	0.2780592	0.1996475	0.6731340	0.3375194	0.1688917	0.5643497	0.0515243	0.0000762	0.0587374	0.3390091	0.5882897	0.5220460	0.1318290	0.0996030	0.4733911	0.0232186	0.3814161	0.6736859	0.4326924	0.0337989	0.4699701	0.2484579	0.3421607	0.1633536	0.1648700	0.2087709	0.3137177	0.4144539	0.2075781	0.3168521	0.2375286	0.5481373	0.5372711	0.2721295	0.1708418	0.0020005	0.5030398	0.1599695	0.6635499	0.6085312	0.0536723	0.2904656	0.4972806	0.5600958	0.1082386	0.1787255	0.4820997	0.3954680	0.3220156	0.3824569	0.4048123	0.3061977	0.6734326	0.5942631	0.5069627	0.5567319	0.0323239	0.2865318	0.1410215	0.4987322	0.3926350	0.4281750	0.5248508	0.5502443	0.3416362	0.4490031	0.1037653	0.3935727	0.3919001	0.4126383	0.7099561	0.0066194	0.7299794	0.6189352	0.3261372	0.3423732	0.5137597	0.6970716	0.1477285	0.3814613	0.7121098	0.0795976	0.1041890	0.2170915	0.1247398	0.1707653	0.3323171	0.2711093	0.0044079	0.5771491	0.1656117	0.0327303	0.0301932	0.2188630	0.1899992	0.1273351	0.0825215	0.1129917	0.1340223	0.3627574	0.2251665	0.2068072	0.0056608	0.7190221	0.0016831	0.1215348	0.1784255	0.3951234	0.0007045	0.3272333	0.0254059	0.0094139	0.5424140	0.4611859	0.4358397	0.4830133	0.0557166	0.6062569	0.1478591	0.2582503	0.4550147	0.0840965
0.0982371	0.6711111	0.2437677	0.5484271	0.1028727	0.5040599	0.2490226	0.5626508	0.5542118	0.0255660	0.4621234	0.3481649	0.4597648	0.1333400	0.4000365	0.5166256	0.6689059	0.2818722	0.7930926	0.0034483	0.7671367	0.3273347	0.2263655	0.1500891	0.6674656	0.0907260	0.5733135	0.1012618	0.0015865	0.4891194	0.5644114	0.6752469	0.5515483	0.5477790	0.7111619	0.2732965	0.4635612	0.4034338	0.0770789	0.1309340	0.3779295	0.0331661	0.6791780	0.6343339	0.5676679	0.6977952	0.1896328	0.2961287	0.0525894	0.2912139	0.3789948	0.5280615	0.1789970	0.3254069	0.2962417	0.2466494	0.3960670	0.7522484	0.3493089	0.2832547	0.1733046	0.6512859	0.1496356	0.0558820	0.3617373	0.6079060	0.2447416	0.5899631	0.4143663	0.2004195	0.5793552	0.0036991	0.1034066	0.4180660	0.4919957	0.0062150	0.7333827	0.5184341	0.2063319	0.0701454	0.7980796	0.2399324	0.0877621	0.6783985	0.2781321	0.0078185	0.3447108	0.3884566	0.4045445	0.4506637	0.0328728	0.4544507	0.4977296	0.0414304	0.3551121	0.5912623	0.2336185	0.1570469	0.6575332	0.6076095	0.3761447	0.4386371	0.0929495	0.2091877	0.2332614	0.5163474	0.2433466	0.2840980	0.4576119	0.4674616	0.4936354	0.4881801	0.0658600	0.0015937	0.6216196	0.2467868	0.5442396	0.6031349	0.5658315	0.3249993	0.2420283	0.5532736	0.0082120	0.0996336	0.2884296	0.4511005	0.0094677	0.4017186	0.5290612	0.3065260	0.6374409	0.4508217	0.1173026	0.3504212	0.2064262	0.6037451	0.1193487	0.6069526	0.3560862	0.2403166	0.0912228	0.4064973	0.2476920	0.6781715	0.0168898	0.6255771	0.4734003	0.2685898	0.6704547	0.4626815	0.7149649	0.7658204	0.4651232	0.3691877	0.5249510	0.3827850	0.2733290	0.3767336	0.6708426	0.3420041	0.1727972	0.2863964	0.6700399	0.0771425	0.3930908	0.0921136	0.0003940	0.6437881	0.1663898	0.3960892	0.1800205	0.7134634	0.5105562	0.2317718	0.2821226	0.1042521	0.3369598	0.1629844	0.4582185	0.2912384	0.0536182	0.6504377	0.0833536	0.4329321	0.5432250	0.5546409	0.0255238	0.3766788	0.0028757	0.1488749	0.6182468	0.3982615	0.1885513	0.5033088	0.2289303	0.6127639	0.2100351	0.3003331	0.4945789	0.3408034
0.0617122	0.5682566	0.2648136	0.4626061	0.1965762	0.6137674	0.3714323	0.7303537	0.2540942	0.3726256	0.4894814	0.7038511	0.6345192	0.6157623	0.1550329	0.5517152	0.5309213	0.1069605	0.6341695	0.0001905	0.5380077	0.3573399	0.0001816	0.4006204	0.5207996	0.0068909	0.6616157	0.0040421	0.0719109	0.6618454	0.6998787	0.7338403	0.4131264	0.5741606	0.6967118	0.1640665	0.4024198	0.3661214	0.1380677	0.0761817	0.2363079	0.1007206	0.6693887	0.7082355	0.3517324	0.3880649	0.2385112	0.0003885	0.0549422	0.3564510	0.5270384	0.6913511	0.0037969	0.3708704	0.3575451	0.4477730	0.6525552	0.6495907	0.3534508	0.1848750	0.1689834	0.6732675	0.0008652	0.2320941	0.0889228	0.1724602	0.2019250	0.4600479	0.5263650	0.0364885	0.6159372	0.0001278	0.4429382	0.4431119	0.2780951	0.1052711	0.5032630	0.6462270	0.2826464	0.0438016	0.6676522	0.4771805	0.0059378	0.6734433	0.4488621	0.0002083	0.1947460	0.4435039	0.4386175	0.4200899	0.1893946	0.2711521	0.4098104	0.0204877	0.2806586	0.4593669	0.2304947	0.3001641	0.4707016	0.2323230	0.4543997	0.3001362	0.2405208	0.2530155	0.4597229	0.2438842	0.2738404	0.5972665	0.2388592	0.4557626	0.5835160	0.1480254	0.0011023	0.0639288	0.7363089	0.2018322	0.4967330	0.6533566	0.1199959	0.2744311	0.1680780	0.5429101	0.0006635	0.0741017	0.2255270	0.1951550	0.0000187	0.1796256	0.5725535	0.3176754	0.7082100	0.5930503	0.2075781	0.4333098	0.4208920	0.2282195	0.0354030	0.3675264	0.5189679	0.3601319	0.5324058	0.3177287	0.1816621	0.7041855	0.0102541	0.7398369	0.7108963	0.5389088	0.7681050	0.2708983	0.7107081	0.6300138	0.4784227	0.4742715	0.4916146	0.7059757	0.0006601	0.4375103	0.6986884	0.0723938	0.3746341	0.1767160	0.4156512	0.0433999	0.1098538	0.0505488	0.0648100	0.3008015	0.3128739	0.2833362	0.3505504	0.6211756	0.3447320	0.3947940	0.0601742	0.4129100	0.2237494	0.5607808	0.2154263	0.1326591	0.0833425	0.4846249	0.3397770	0.1057145	0.2895558	0.3998598	0.0107145	0.2167071	0.0339004	0.1543151	0.6804708	0.3264681	0.4281501	0.2109208	0.4059560	0.4450599	0.2662209	0.1719630	0.3602459	0.2046599
0.2421173	0.7028461	0.0880068	0.3705268	0.0022812	0.5998222	0.5419973	0.5763711	0.5266944	0.1530182	0.7374988	0.1905852	0.7357190	0.2945077	0.2733833	0.4985028	0.6355934	0.3322194	0.5805737	0.3033459	0.6632481	0.4854671	0.4430543	0.3920783	0.6136977	0.1537497	0.7420280	0.2159667	0.2740630	0.6210971	0.5321261	0.5670992	0.5564735	0.5538450	0.6244127	0.2534421	0.5373890	0.4198818	0.4058439	0.0627015	0.8053585	0.0336324	0.7161684	0.6356704	0.6405023	0.7228704	0.2315765	0.1629622	0.0757438	0.1800967	0.3232192	0.8083292	0.1956272	0.2780771	0.3533588	0.3564617	0.6640094	0.6525949	0.0769459	0.3009381	0.2654727	0.7841514	0.1174039	0.1965740	0.2514107	0.7197275	0.2996198	0.4599702	0.3479772	0.2293318	0.7725015	0.3078296	0.5875384	0.3161233	0.3249632	0.0154025	0.7189898	0.7097364	0.2856156	0.4590765	0.7366187	0.2246271	0.0713930	0.6570254	0.6024895	0.0071772	0.0385413	0.4315259	0.4269268	0.3921384	0.1035378	0.5636938	0.2309210	0.0000847	0.2767896	0.6322798	0.2545287	0.2384477	0.6002762	0.6935093	0.5369273	0.2471263	0.2490825	0.1866365	0.3188067	0.3394893	0.4210937	0.3731005	0.5196146	0.4445793	0.6873951	0.3414544	0.3877776	0.0867735	0.4672261	0.4306065	0.5254684	0.6313362	0.6155214	0.2431326	0.6908615	0.4703467	0.1531289	0.3499769	0.4147434	0.1939909	0.0002817	0.3162062	0.5883273	0.4303597	0.5254803	0.6934553	0.2647775	0.4452819	0.1873390	0.2161127	0.2380786	0.6467585	0.5399767	0.5298537	0.6624323	0.5277501	0.1553482	0.5069293	0.0047144	0.6480955	0.6267095	0.2563160	0.7943783	0.3369525	0.5745263	0.5468329	0.3957242	0.3287763	0.6141809	0.6363247	0.1281653	0.4019999	0.7257473	0.3548694	0.1881867	0.4422920	0.4685138	0.1302961	0.7156938	0.1371050	0.0006923	0.4526841	0.3873470	0.2283555	0.3771006	0.6993236	0.2844519	0.2714578	0.1215979	0.1920169	0.4720987	0.5178476	0.2365416	0.3087522	0.0476729	0.5743790	0.1037893	0.4573421	0.3958849	0.2696210	0.0007271	0.3507295	0.0016579	0.0082711	0.5836551	0.5104852	0.4286963	0.4116630	0.1493881	0.5631516	0.2098603	0.2647856	0.5836411	0.2596436
0.0437963	0.6134782	0.1792114	0.3975318	0.0088460	0.4443264	0.4383012	0.4721070	0.3655987	0.2560762	0.2803939	0.5346420	0.4658100	0.3659714	0.6861251	0.7016386	0.5610584	0.0851201	0.5768489	0.0052557	0.6118387	0.3176189	0.5899983	0.3257514	0.5915717	0.1577938	0.5903072	0.1142551	0.1141692	0.7565925	0.5551414	0.5016815	0.5680423	0.5685350	0.6158677	0.3683735	0.3981151	0.4198821	0.3216630	0.0557007	0.5479908	0.1636920	0.5607056	0.6821876	0.5938096	0.6764859	0.2267630	0.3616813	0.3952369	0.1064401	0.2873161	0.4197998	0.2425147	0.2552402	0.3736415	0.3677316	0.5107919	0.7068532	0.3620196	0.1551959	0.0378620	0.8362517	0.1852405	0.2191177	0.3686547	0.6500437	0.6474388	0.7518858	0.5063173	0.2571601	0.6103574	0.1388671	0.6625949	0.4972810	0.4133648	0.1109562	0.5982922	0.6884264	0.2658250	0.4835698	0.6934363	0.1100623	0.1221396	0.6035733	0.5413437	0.0268964	0.1453246	0.4837367	0.5297023	0.3802695	0.3336432	0.5688176	0.3939592	0.0322720	0.2940728	0.5206504	0.4862404	0.3438744	0.5894166	0.7072662	0.4454778	0.2528344	0.3967553	0.2893409	0.3348757	0.4147794	0.5353141	0.3126647	0.6683326	0.5333055	0.5660229	0.3126619	0.1531454	0.0971749	0.5362994	0.3806573	0.5276208	0.4447871	0.6764780	0.2249016	0.1944729	0.7211832	0.0032155	0.3047058	0.3521231	0.3850035	0.1504503	0.2018796	0.7230017	0.3804580	0.4884095	0.5455058	0.1028031	0.4488250	0.2125472	0.6067268	0.2439689	0.6262883	0.5168329	0.5593423	0.4229547	0.3593648	0.5070146	0.5254287	0.0124110	0.2949323	0.5085225	0.3369160	0.5584807	0.5446321	0.5240835	0.6575300	0.4130397	0.2111617	0.5111085	0.7680872	0.3062785	0.3362542	0.7308871	0.3665537	0.1971650	0.3260217	0.5154788	0.2038578	0.5991941	0.2481921	0.3441475	0.5846044	0.2103835	0.2667542	0.0194001	0.5634498	0.3793399	0.4095357	0.0654826	0.0924820	0.3190613	0.3430878	0.3364682	0.5785875	0.0563095	0.6323985	0.0865471	0.5041025	0.4510721	0.3400652	0.0001253	0.3856132	0.0047265	0.0830328	0.5439803	0.4197288	0.3214920	0.4569758	0.2247127	0.5954015	0.2393130	0.2082019	0.5753782	0.1458441
0.1159420	0.4714819	0.3068880	0.3507303	0.1987971	0.5987548	0.5825525	0.6279233	0.6070427	0.2898373	0.2896986	0.5259925	0.6275153	0.1922777	0.5859311	0.4394978	0.4702821	0.0002603	0.7338442	0.1934702	0.6232425	0.3248150	0.5460354	0.3698687	0.6097053	0.2125886	0.7925048	0.2184069	0.0555917	0.6230014	0.4667705	0.5177413	0.5786869	0.4766537	0.6721414	0.3937182	0.3786622	0.2487901	0.1815635	0.1100343	0.5901531	0.0001477	0.5139345	0.4902959	0.8024666	0.6256739	0.2992430	0.1220964	0.1328170	0.2702991	0.2253482	0.6102181	0.0094168	0.2305813	0.1481139	0.4897765	0.6140615	0.4842709	0.4982792	0.5332311	0.1727215	0.6432694	0.1156461	0.1233492	0.7095709	0.5989020	0.4372408	0.7233751	0.4574946	0.3832600	0.7247947	0.1360421	0.5431079	0.5562771	0.5471193	0.0360422	0.6353571	0.6223798	0.3704433	0.5584586	0.6135244	0.1917797	0.1129526	0.7018820	0.5186540	0.0252954	0.0212008	0.4866575	0.5168405	0.3828549	0.1240555	0.5009666	0.3382413	0.0309291	0.3251455	0.7126010	0.5974738	0.2482750	0.7318548	0.6698588	0.5317410	0.3664363	0.2623973	0.1508144	0.4455033	0.3689279	0.4377298	0.6692544	0.5616321	0.6241208	0.5003288	0.2183545	0.2112000	0.0013159	0.2690496	0.4335328	0.5948830	0.5231242	0.6217362	0.2934064	0.2293524	0.5203029	0.1283124	0.1012197	0.4083808	0.3395799	0.1482599	0.3648723	0.3458448	0.3114721	0.6969654	0.5688527	0.4438695	0.5909498	0.0861048	0.7776191	0.1923742	0.3816032	0.2867519	0.3188010	0.6645209	0.4649140	0.1688298	0.6462755	0.0944015	0.6918864	0.4296287	0.3387317	0.7373784	0.0621569	0.5756795	0.5634977	0.3444558	0.3145395	0.5606851	0.7855165	0.1452516	0.6206066	0.5784927	0.2599893	0.1622344	0.2574411	0.3667983	0.1887240	0.7336804	0.1765112	0.0000044	0.4245041	0.1964366	0.3937526	0.0969208	0.4366284	0.4556574	0.2263481	0.1669149	0.0136914	0.1174957	0.4575031	0.3432687	0.3359371	0.0602930	0.6095100	0.1900195	0.2525582	0.2642769	0.2662720	0.0116332	0.3951890	0.0080453	0.2026292	0.6959742	0.4354179	0.4799827	0.3730977	0.1440726	0.5480862	0.1509565	0.2984395	0.7459552	0.2379421
0.1325918	0.7200730	0.3566846	0.4551846	0.0075323	0.5008670	0.5313687	0.3411614	0.4792357	0.4162644	0.3935666	0.1658998	0.5244884	0.4084235	0.4082850	0.5932551	0.5924187	0.2157731	0.5179103	0.2476613	0.7738160	0.4301191	0.0022753	0.2236663	0.4783470	0.0262519	0.6683498	0.3370899	0.1840701	0.7065753	0.1678852	0.7508537	0.4945779	0.3825161	0.5994388	0.0940551	0.4037966	0.1150213	0.2581367	0.1001468	0.5260397	0.0163134	0.5395835	0.7943814	0.7117364	0.6998207	0.3646462	0.1704404	0.3878225	0.2483279	0.4267241	0.6905658	0.0033861	0.2676946	0.3593547	0.1456946	0.7134292	0.7511050	0.3530942	0.5627591	0.2080146	0.5890330	0.0000165	0.2010877	0.0536526	0.0844959	0.1815488	0.6603241	0.3853679	0.0040358	0.7361362	0.0001043	0.0010824	0.3644485	0.3710888	0.0008671	0.4133520	0.7177990	0.3776782	0.0006889	0.5738532	0.3424915	0.0187127	0.5668803	0.1641110	0.2347309	0.2570238	0.4680692	0.3753751	0.2549480	0.2622969	0.0533913	0.3450412	0.0052700	0.3409280	0.6374926	0.2301720	0.0096216	0.3788327	0.6245228	0.6016668	0.2731160	0.2523407	0.1794009	0.4784693	0.4552704	0.3415947	0.7552995	0.2662598	0.5757599	0.5208545	0.4045398	0.0002518	0.0502520	0.4795513	0.1519745	0.5854049	0.5448124	0.0000020	0.2941718	0.5190121	0.2202702	0.1546756	0.0535712	0.4062464	0.4920900	0.0001499	0.3114560	0.2852605	0.2570955	0.5939790	0.7055319	0.4247099	0.5266160	0.0932362	0.2838684	0.1928305	0.7782250	0.3262437	0.2986050	0.6318566	0.6030524	0.1434384	0.6039968	0.1565686	0.5838720	0.5020974	0.3693395	0.6539475	0.3415102	0.6634195	0.7710284	0.2095790	0.3796731	0.4894459	0.7446452	0.1231434	0.3341746	0.5513286	0.4204370	0.2819551	0.2936202	0.3947492	0.0462866	0.5858269	0.2351008	0.1407090	0.7155236	0.1133594	0.1733810	0.0797120	0.6130212	0.0418859	0.0741003	0.1409108	0.0410225	0.0437609	0.0147494	0.0370411	0.3058399	0.0206142	0.4639127	0.0021668	0.2461244	0.7016135	0.3569428	0.0046083	0.4341249	0.0244083	0.1629099	0.7023092	0.3126596	0.4853641	0.6045424	0.0798634	0.5867047	0.3835630	0.4771336	0.6180697	0.2516856
0.0189172	0.5087162	0.2363717	0.4165665	0.2974714	0.3575269	0.6631544	0.6482496	0.6252187	0.0603315	0.5774185	0.4096444	0.0819925	0.3485256	0.6042771	0.3917067	0.6292977	0.0000441	0.5879680	0.0140322	0.4709091	0.7377610	0.2699173	0.0617116	0.4927837	0.1123197	0.5438200	0.1081541	0.0002328	0.7352891	0.6551963	0.6227812	0.4924175	0.7903801	0.5063708	0.5703282	0.5193077	0.5109022	0.2348472	0.1211085	0.4673636	0.0005240	0.5770295	0.4111553	0.5282577	0.8450013	0.4082168	0.1247123	0.1808677	0.2012880	0.4957692	0.6716904	0.0867909	0.2210039	0.2868758	0.2878407	0.6067860	0.7640672	0.4404632	0.4072028	0.1999026	0.5985238	0.1637418	0.5213215	0.2589900	0.5185954	0.4602168	0.6191284	0.5441129	0.2717598	0.6746569	0.4767801	0.4047568	0.5545968	0.3632029	0.1635487	0.6347581	0.6882703	0.1954686	0.5296592	0.5991802	0.3716427	0.1816252	0.4987163	0.6640801	0.0028563	0.1208441	0.3673049	0.5157898	0.2714284	0.4986350	0.4957855	0.4196907	0.0027150	0.5737215	0.6533969	0.3747957	0.2088345	0.5791119	0.6029290	0.5835609	0.1870031	0.1915167	0.1980028	0.5455382	0.4241375	0.6910912	0.3601828	0.5845864	0.5498501	0.6102737	0.2356154	0.1690177	0.0610769	0.6567178	0.3666310	0.2422180	0.5194698	0.6866657	0.4200116	0.5909372	0.4889353	0.1046405	0.1640173	0.4032180	0.3107535	0.0000494	0.3412566	0.2396901	0.3007198	0.7203139	0.4192736	0.3717629	0.6598338	0.0793383	0.2528107	0.4766606	0.6133977	0.6254496	0.5033604	0.4482779	0.5957516	0.3485176	0.4788363	0.0239211	0.6668033	0.5657396	0.3031325	0.4791942	0.2541087	0.5577588	0.6590837	0.3285110	0.3383891	0.5578519	0.6475969	0.3729167	0.5988398	0.6673403	0.4304115	0.2623273	0.3311406	0.4516376	0.0654665	0.4743728	0.0688902	0.3942390	0.5047105	0.3674760	0.5378309	0.1287714	0.4377963	0.2809847	0.0542289	0.3499287	0.0251477	0.0203673	0.1423712	0.0657725	0.6896662	0.1447296	0.5875557	0.0515771	0.2077534	0.6368137	0.4938607	0.0007180	0.2940167	0.0068962	0.1553489	0.6122621	0.4943332	0.3514381	0.3482128	0.1745277	0.5381317	0.2498036	0.2972208	0.4753445	0.2267337
0.0052124	0.7523998	0.2095310	0.4763424	0.0033409	0.2956006	0.6686908	0.7215146	0.5520099	0.3484312	0.1899521	0.1712484	0.5654636	0.4609165	0.4413952	0.5797809	0.5069419	0.0857196	0.7311178	0.0079969	0.3343947	0.5992681	0.4868969	0.4523949	0.4968504	0.0922348	0.7461995	0.4322712	0.1293377	0.7438164	0.5919623	0.5455356	0.6569149	0.6813530	0.6387581	0.2565877	0.7107995	0.3911314	0.5119906	0.3542683	0.6696371	0.3768436	0.6712732	0.5936531	0.4620885	0.5688730	0.1187280	0.2659666	0.0906763	0.1468533	0.5550983	0.5790912	0.2203661	0.2752780	0.2985910	0.3948416	0.3962095	0.5654861	0.3521048	0.2415118	0.0648392	0.4848540	0.1387589	0.3203883	0.5919411	0.7435873	0.5040768	0.4410656	0.5690552	0.1542909	0.6896100	0.1997952	0.1686219	0.5728517	0.4047981	0.0006990	0.6101010	0.6878391	0.3512990	0.2564003	0.7043317	0.3810544	0.0783019	0.5235168	0.5346072	0.0070982	0.1613326	0.4271889	0.4179744	0.3531977	0.0662285	0.4619698	0.5057359	0.0123981	0.3176420	0.7912760	0.3926108	0.2115495	0.6856193	0.5726221	0.4137642	0.4100392	0.2053020	0.2586235	0.4227415	0.4055924	0.2763070	0.7230279	0.5211221	0.7051110	0.4491920	0.1766189	0.0856439	0.1031126	0.3138339	0.1930050	0.5126741	0.3265289	0.2993437	0.5430047	0.5785103	0.2962648	0.1159671	0.4644357	0.3249522	0.5121887	0.0500176	0.2717349	0.0853025	0.2935290	0.6458528	0.4439307	0.0236631	0.9122905	0.0454696	0.3401695	0.2342553	0.4905791	0.4239635	0.3542280	0.4969783	0.4620833	0.2538763	0.5888523	0.0335008	0.5505609	0.1842732	0.2762664	0.5501298	0.1736128	0.6207324	0.6291333	0.4616563	0.3652805	0.4918217	0.6747221	0.3271030	0.5287114	0.6286417	0.2693201	0.1852582	0.2508952	0.5897816	0.3703918	0.2762439	0.2364525	0.0001431	0.5453297	0.0847140	0.0841955	0.0548018	0.6034358	0.2302201	0.2045222	0.1252256	0.0560306	0.0547434	0.1041392	0.0289269	0.0782252	0.0093444	0.2991740	0.0082414	0.2766035	0.5688460	0.0615978	0.0131202	0.4764176	0.0022761	0.1795592	0.6087208	0.4058189	0.1785909	0.5957835	0.2205571	0.5541128	0.2192434	0.3258637	0.6783008	0.3559761
